,Название,Код,Цена,Рейтинг,Срок(месяца),Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
296,ХКФ Банк выпуск 7,RU000A102RF3,977.9,14.02.2024,27.0,14.79,1000.0,4.0,59.16,99.83,6.05,https://www.tinkoff.ru/invest/bonds/RU000A102RF3/
297,Борец Капитал 1P-01,RU000A105ZX2,964.0,Высокий,29.0,25.66,1000.0,4.0,102.64,186.03,10.65,https://www.tinkoff.ru/invest/bonds/RU000A105ZX2/
298,АФК Система выпуск 19,RU000A102SX4,921.9,27.02.2025,88.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SX4/
299,Азбука Вкуса выпуск 1,RU000A100HE1,982.5,26.06.2024,68.0,23.84,1000.0,4.0,95.36,405.28,9.71,https://www.tinkoff.ru/invest/bonds/RU000A100HE1/
300,Автодор БО-6 выпуск 1,RU000A106XP1,1004.0,Средний,11.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106XP1/
301,Т.Г. Шевченко выпуск 2,RU000A101P92,992.8,Средний,19.0,28.19,1000.0,4.0,112.76,133.9,11.36,https://www.tinkoff.ru/invest/bonds/RU000A101P92/
302,Гидромашсервис БО выпуск 3,RU000A1026H0,986.1,02.10.2024,83.0,54.2,1000.0,2.0,108.4,2249.3,10.99,https://www.tinkoff.ru/invest/bonds/RU000A1026H0/
303,Электрорешения выпуск 1,RU000A106HF5,969.5,Средний,32.0,26.62,1000.0,4.0,106.48,212.96,10.98,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/
304,Ритейл Бел Финанс выпуск 1,RU000A100JH0,493.9,02.07.2024,8.0,11.83,500.0,4.0,47.32,23.66,9.58,https://www.tinkoff.ru/invest/bonds/RU000A100JH0/
305,ТГК-14 выпуск 001Р-01,RU000A1066J2,1007.2,Средний,30.0,29.58,1000.0,4.0,118.32,221.85,11.75,https://www.tinkoff.ru/invest/bonds/RU000A1066J2/
306,АФК Система выпуск 15,RU000A1023K1,936.6,05.09.2024,82.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1023K1/
307,Брусника выпуск 2Р-1,RU000A1048A9,978.2,Средний,20.0,25.66,1000.0,4.0,102.64,128.3,10.49,https://www.tinkoff.ru/invest/bonds/RU000A1048A9/
308,ЛСР выпуск 4,RU000A100WA8,381.76,Высокий,11.0,7.31,400.0,4.0,29.24,20.1,7.66,https://www.tinkoff.ru/invest/bonds/RU000A100WA8/
309,ЛК Дельта выпуск 1,RU000A103CD8,739.425,Средний,8.0,17.05,750.0,4.0,68.2,34.1,9.22,https://www.tinkoff.ru/invest/bonds/RU000A103CD8/
310,Экспобанк 001Р-01,RU000A103RT2,955.4,Высокий,11.0,19.49,1000.0,4.0,77.96,53.6,8.16,https://www.tinkoff.ru/invest/bonds/RU000A103RT2/
311,Whoosh выпуск 1,RU000A104WS2,998.5,Высокий,20.0,29.23,1000.0,4.0,116.92,146.15,11.71,https://www.tinkoff.ru/invest/bonds/RU000A104WS2/
312,Гидромашсервис выпуск 1,RU000A105Q89,970.0,Высокий,26.0,26.01,1000.0,4.0,104.04,169.06,10.73,https://www.tinkoff.ru/invest/bonds/RU000A105Q89/
313,ЖКХ Якутии выпуск 1,RU000A100PB0,996.9,Средний,33.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A100PB0/
314,ЛСР выпуск 8,RU000A106888,981.9,Высокий,31.0,27.58,1000.0,4.0,110.32,213.74,11.24,https://www.tinkoff.ru/invest/bonds/RU000A106888/
315,Европлан БО 08,RU000A0ZZBV2,948.5,27.06.2025,56.0,44.89,1000.0,2.0,89.78,1256.92,9.47,https://www.tinkoff.ru/invest/bonds/RU000A0ZZBV2/
316,Медси 1P01,RU000A105YA3,949.0,17.03.2025,172.0,21.32,1000.0,4.0,85.28,916.76,8.99,https://www.tinkoff.ru/invest/bonds/RU000A105YA3/
317,Гарант-Инвест 002P-07,RU000A106SK2,999.4,Средний,57.0,10.35,1000.0,12.0,124.2,49.16,12.43,https://www.tinkoff.ru/invest/bonds/RU000A106SK2/
318,Почта России,RU000A104W33,876.8,16.06.2028,103.0,44.02,1000.0,2.0,88.04,2267.03,10.04,https://www.tinkoff.ru/invest/bonds/RU000A104W33/
319,ЭР-Телеком Холдинг выпуск 3,RU000A106JV8,976.0,Средний,21.0,26.01,1000.0,4.0,104.04,136.55,10.66,https://www.tinkoff.ru/invest/bonds/RU000A106JV8/
320,Европлан БО 06,RU000A100DG5,578.16,22.11.2024,67.0,26.62,600.0,2.0,53.24,891.77,9.21,https://www.tinkoff.ru/invest/bonds/RU000A100DG5/
321,ГТЛК БО-04,RU000A0JVA10,1001.7,Средний,16.0,29.93,1000.0,4.0,119.72,119.72,11.95,https://www.tinkoff.ru/invest/bonds/RU000A0JVA10/
322,Восточная Стивидорная Компания выпуск 1,RU000A102G50,869.0,Высокий,25.0,28.36,1000.0,2.0,56.72,354.5,6.53,https://www.tinkoff.ru/invest/bonds/RU000A102G50/
323,Росгеология выпуск 1,RU000A103SV6,958.1,Средний,11.0,38.98,1000.0,2.0,77.96,214.39,8.14,https://www.tinkoff.ru/invest/bonds/RU000A103SV6/
324,АФК Система выпуск 21,RU000A103C95,870.8,02.07.2026,92.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103C95/
325,Новые технологии,RU000A105DL4,995.0,Высокий,48.0,58.55,1000.0,2.0,117.1,1405.2,11.77,https://www.tinkoff.ru/invest/bonds/RU000A105DL4/
326,Восточная Стивидорная Компания выпуск 3,RU000A105KR6,922.0,Высокий,49.0,48.72,1000.0,2.0,97.44,1193.64,10.57,https://www.tinkoff.ru/invest/bonds/RU000A105KR6/
327,АФК Система выпуск 4,RU000A0JWYQ5,995.0,08.11.2023,36.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JWYQ5/
328,ТГК-14 выпуск 2,RU000A106MW0,980.4,Средний,45.0,27.84,1000.0,4.0,111.36,313.2,11.36,https://www.tinkoff.ru/invest/bonds/RU000A106MW0/
329,ЕвроТранс,RU000A105PP9,1002.5,Средний,26.0,9.57,1000.0,12.0,114.84,20.73,11.46,https://www.tinkoff.ru/invest/bonds/RU000A105PP9/
330,Novabev Group БО-П04,RU000A102GU5,903.0,Высокий,25.0,31.32,1000.0,2.0,62.64,391.5,6.94,https://www.tinkoff.ru/invest/bonds/RU000A102GU5/
331,Селектел выпуск 3,RU000A106R95,990.0,Высокий,34.0,57.68,1000.0,2.0,115.36,980.56,11.65,https://www.tinkoff.ru/invest/bonds/RU000A106R95/
332,ИЭК Холдинг 001P-01,RU000A105PR5,985.0,Высокий,26.0,27.49,1000.0,4.0,109.96,178.69,11.16,https://www.tinkoff.ru/invest/bonds/RU000A105PR5/
333,Почта России,RU000A104V75,934.9,07.06.2027,103.0,49.42,1000.0,2.0,98.84,2545.13,10.57,https://www.tinkoff.ru/invest/bonds/RU000A104V75/
334,Черкизово выпуск БО-001Р-05,RU000A105C28,937.8,Высокий,24.0,21.58,1000.0,4.0,86.32,129.48,9.2,https://www.tinkoff.ru/invest/bonds/RU000A105C28/
335,Европлан 001Р-05,RU000A105518,961.3,Высокий,22.0,22.71,1000.0,4.0,90.84,124.91,9.45,https://www.tinkoff.ru/invest/bonds/RU000A105518/
336,РЕСО-Лизинг БО-П выпуск 7,RU000A100XU4,952.7,Высокий,12.0,37.5,1000.0,2.0,75.0,225.0,7.87,https://www.tinkoff.ru/invest/bonds/RU000A100XU4/
337,АФК Система выпуск 11,RU000A100N12,919.0,22.07.2027,69.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A100N12/
338,Биннофарм Групп выпуск 1,RU000A1043Z7,993.7,27.11.2023,156.0,21.4,1000.0,4.0,85.6,834.6,8.61,https://www.tinkoff.ru/invest/bonds/RU000A1043Z7/
339,Новотранс выпуск 4,RU000A106SP1,972.5,Высокий,34.0,26.54,1000.0,4.0,106.16,225.59,10.92,https://www.tinkoff.ru/invest/bonds/RU000A106SP1/
340,ГТЛК выпуск 7,RU000A0JW1P8,953.8,Средний,26.0,23.75,1000.0,4.0,95.0,154.38,9.96,https://www.tinkoff.ru/invest/bonds/RU000A0JW1P8/
341,Брусника выпуск 2,RU000A102Y58,982.4,Средний,5.0,20.79,1000.0,4.0,83.16,25.99,8.46,https://www.tinkoff.ru/invest/bonds/RU000A102Y58/
342,ЕвроТранс БО-001P-02,RU000A105TS5,1002.2,Средний,27.0,9.57,1000.0,12.0,114.84,21.53,11.46,https://www.tinkoff.ru/invest/bonds/RU000A105TS5/
343,Селигдар выпуск 1,RU000A105CS1,950.0,Высокий,24.0,46.81,1000.0,2.0,93.62,561.72,9.85,https://www.tinkoff.ru/invest/bonds/RU000A105CS1/
344,Селектел выпуск 2,RU000A105FS4,961.8,Высокий,25.0,49.85,1000.0,2.0,99.7,623.12,10.37,https://www.tinkoff.ru/invest/bonds/RU000A105FS4/
345,Синара - Транспортные Машины выпуск 3,RU000A105M91,964.5,Высокий,50.0,24.88,1000.0,4.0,99.52,311.0,10.32,https://www.tinkoff.ru/invest/bonds/RU000A105M91/
346,Онлайн Микрофинанс выпуск 3,RU000A102CZ3,999.5,Средний,0.0,8.87,1000.0,12.0,106.44,0.0,10.65,https://www.tinkoff.ru/invest/bonds/RU000A102CZ3/
347,ПИК-Корпорация выпуск 2,RU000A1016Z3,725.25,Высокий,14.0,13.4,750.0,4.0,53.6,46.9,7.39,https://www.tinkoff.ru/invest/bonds/RU000A1016Z3/
348,Аэрофлот выпуск 1,RU000A103943,887.1,Средний,32.0,18.1,1000.0,4.0,72.4,144.8,8.16,https://www.tinkoff.ru/invest/bonds/RU000A103943/
349,Медси выпуск 001P-03,RU000A106K27,947.8,15.10.2025,176.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106K27/
350,ГК Самолет выпуск 10,RU000A103L03,965.7,Высокий,10.0,19.84,1000.0,4.0,79.36,49.6,8.22,https://www.tinkoff.ru/invest/bonds/RU000A103L03/
351,ЭР-Телеком Холдинг,RU000A1058K7,985.8,Высокий,14.0,26.62,1000.0,4.0,106.48,93.17,10.8,https://www.tinkoff.ru/invest/bonds/RU000A1058K7/
352,Делимобиль выпуск 1,RU000A1052T1,993.8,Высокий,21.0,28.19,1000.0,4.0,112.76,148.0,11.35,https://www.tinkoff.ru/invest/bonds/RU000A1052T1/
353,Европлан 001Р-04,RU000A103S14,579.0,Высокий,17.0,11.4,600.0,4.0,45.6,48.45,7.88,https://www.tinkoff.ru/invest/bonds/RU000A103S14/
354,О'КЕЙ выпуск 4,RU000A102BK7,996.0,09.11.2023,84.0,15.66,1000.0,4.0,62.64,328.86,6.29,https://www.tinkoff.ru/invest/bonds/RU000A102BK7/
355,Промсвязьбанк 003P выпуск 7,RU000A103PE8,954.0,Высокий,11.0,35.32,1000.0,2.0,70.64,194.26,7.4,https://www.tinkoff.ru/invest/bonds/RU000A103PE8/
356,Всеинструменты.ру выпуск 3,RU000A102M86,990.9,Средний,2.0,19.49,1000.0,4.0,77.96,9.74,7.87,https://www.tinkoff.ru/invest/bonds/RU000A102M86/
357,ВИС Финанс выпуск 2,RU000A102VK5,980.0,Высокий,5.0,19.84,1000.0,4.0,79.36,24.8,8.1,https://www.tinkoff.ru/invest/bonds/RU000A102VK5/
358,ЛСР выпуск 5,RU000A100ZL8,780.0,Высокий,12.0,14.53,800.0,4.0,58.12,43.59,7.45,https://www.tinkoff.ru/invest/bonds/RU000A100ZL8/
359,Талан-Финанс выпуск 2,RU000A102US0,594.96,Средний,5.0,13.66,600.0,4.0,54.64,17.07,9.18,https://www.tinkoff.ru/invest/bonds/RU000A102US0/
360,Банк ДОМ.РФ СУБ-Т2-1,RU000A105XG2,9800000.0,Высокий,118.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105XG2/
361,Гарант-Инвест 2Р-06,RU000A106862,997.1,Средний,18.0,9.22,1000.0,12.0,110.64,13.83,11.1,https://www.tinkoff.ru/invest/bonds/RU000A106862/
362,Почта России,RU000A104W17,925.0,19.06.2026,103.0,44.02,1000.0,2.0,88.04,2267.03,9.52,https://www.tinkoff.ru/invest/bonds/RU000A104W17/
363,МБЭС 1P-01,RU000A100VX2,990.2,06.10.2025,71.0,57.42,1000.0,2.0,114.84,2038.41,11.6,https://www.tinkoff.ru/invest/bonds/RU000A100VX2/
364,Калужская СК выпуск 1,RU000A0ZZYL5,995.7,Средний,2.0,48.55,1000.0,2.0,97.1,48.55,9.75,https://www.tinkoff.ru/invest/bonds/RU000A0ZZYL5/
365,ТД Мясничий выпуск 3,RU000A1006B5,145.087,Средний,4.0,1.39,145.0,12.0,16.68,0.46,11.5,https://www.tinkoff.ru/invest/bonds/RU000A1006B5/
366,Уралкалий выпуск 6,RU000A101GZ6,917.7,Высокий,16.0,29.67,1000.0,2.0,59.34,237.36,6.47,https://www.tinkoff.ru/invest/bonds/RU000A101GZ6/
367,Атомстройкомплекс БО-П01,RU000A102VY6,898.4,Средний,29.0,36.8,1000.0,2.0,73.6,533.6,8.19,https://www.tinkoff.ru/invest/bonds/RU000A102VY6/
368,НК Продкорпорация выпуск 1,RU000A102BF7,927.5,Средний,29.0,38.98,1000.0,2.0,77.96,565.21,8.41,https://www.tinkoff.ru/invest/bonds/RU000A102BF7/
369,Европлан 001Р-02,RU000A1034J0,367.95,Высокий,7.0,6.26,375.0,4.0,25.04,10.96,6.81,https://www.tinkoff.ru/invest/bonds/RU000A1034J0/
370,Аэрофьюэлз выпуск 1,RU000A102T97,984.8,Средний,4.0,20.01,1000.0,4.0,80.04,20.01,8.13,https://www.tinkoff.ru/invest/bonds/RU000A102T97/
371,ГТЛК выпуск 19,RU000A101SD8,812.9,05.06.2028,139.0,17.23,1000.0,4.0,68.92,598.74,8.48,https://www.tinkoff.ru/invest/bonds/RU000A101SD8/
372,Аренза-Про выпуск 1,RU000A104C78,504.0,Средний,14.0,15.66,500.0,4.0,62.64,54.81,12.43,https://www.tinkoff.ru/invest/bonds/RU000A104C78/
373,Самолет БО-П12,RU000A104YT6,999.4,Высокий,21.0,28.71,1000.0,4.0,114.84,150.73,11.49,https://www.tinkoff.ru/invest/bonds/RU000A104YT6/
374,ЕАБР,RU000A1050H0,934.4,Высокий,21.0,40.54,1000.0,2.0,81.08,425.67,8.68,https://www.tinkoff.ru/invest/bonds/RU000A1050H0/
375,Восточная Стивидорная Компания выпуск 2,RU000A104362,899.6,Средний,37.0,41.41,1000.0,2.0,82.82,766.08,9.21,https://www.tinkoff.ru/invest/bonds/RU000A104362/
376,Уральская Сталь выпуск 1,RU000A105Q63,950.0,Высокий,26.0,46.81,1000.0,2.0,93.62,608.53,9.85,https://www.tinkoff.ru/invest/bonds/RU000A105Q63/
377,АФК Система выпуск 14,RU000A101XN7,923.8,19.04.2027,81.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101XN7/
378,Мосрегионлифт БО-01,RU000A105RU5,1065.1,Низкий,26.0,12.79,1000.0,12.0,153.48,27.71,14.41,https://www.tinkoff.ru/invest/bonds/RU000A105RU5/
379,ПАО НК Роснефть 002P-04,RU000A0ZYT40,935.3,Высокий,51.0,34.63,1000.0,2.0,69.26,883.07,7.41,https://www.tinkoff.ru/invest/bonds/RU000A0ZYT40/
380,Биннофарм Групп выпуск 2,RU000A104Z71,975.1,Высокий,164.0,21.75,1000.0,4.0,87.0,891.75,8.92,https://www.tinkoff.ru/invest/bonds/RU000A104Z71/
381,ЕАБР 003P-006,RU000A105V90,939.3,Высокий,28.0,44.89,1000.0,2.0,89.78,628.46,9.56,https://www.tinkoff.ru/invest/bonds/RU000A105V90/
382,ПР-Лизинг 002P-01,RU000A1022E6,985.3,Средний,70.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1022E6/
383,ХК Финанс выпуск 8,RU000A104XU6,999.0,10.04.2024,20.0,28.19,1000.0,4.0,112.76,140.95,11.29,https://www.tinkoff.ru/invest/bonds/RU000A104XU6/
384,Novabev Group,RU000A104Y15,932.0,Высокий,44.0,46.98,1000.0,2.0,93.96,1033.56,10.08,https://www.tinkoff.ru/invest/bonds/RU000A104Y15/
385,Интерлизинг выпуск 2,RU000A103RY2,657.739,Высокий,11.0,14.36,670.0,4.0,57.44,39.49,8.73,https://www.tinkoff.ru/invest/bonds/RU000A103RY2/
386,КАМАЗ БО-10,RU000A0ZZ877,996.9,Средний,115.0,47.85,1000.0,2.0,95.7,2751.38,9.6,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ877/
387,Кировский завод выпуск 1,RU000A101S99,967.4,Средний,19.0,23.84,1000.0,4.0,95.36,113.24,9.86,https://www.tinkoff.ru/invest/bonds/RU000A101S99/
388,МТС Банк выпуск 2,RU000A1051U1,942.4,Высокий,21.0,20.71,1000.0,4.0,82.84,108.73,8.79,https://www.tinkoff.ru/invest/bonds/RU000A1051U1/
389,РСХБ 08Т1,RU000A0JWV63,1019.9,Средний,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JWV63/
390,Славнефть,RU000A104WF9,954.9,25.06.2025,104.0,22.01,1000.0,4.0,88.04,572.26,9.22,https://www.tinkoff.ru/invest/bonds/RU000A104WF9/
391,Автодор БО-3 выпуск 3,RU000A105V82,935.1,Высокий,28.0,44.63,1000.0,2.0,89.26,624.82,9.55,https://www.tinkoff.ru/invest/bonds/RU000A105V82/
392,Лайфстрим выпуск 1,RU000A102QX8,989.7,Средний,3.0,21.66,1000.0,4.0,86.64,16.25,8.75,https://www.tinkoff.ru/invest/bonds/RU000A102QX8/
393,Магаданская область 34003,RU000A106YE3,1018.7,Средний,59.0,29.75,1000.0,4.0,119.0,438.81,11.68,https://www.tinkoff.ru/invest/bonds/RU000A106YE3/
394,Газпром Капитал БО-001P-02,RU000A100LL8,961.6,Высокий,9.0,33.76,1000.0,2.0,67.52,151.92,7.02,https://www.tinkoff.ru/invest/bonds/RU000A100LL8/
395,АФК Система выпуск 18,RU000A102SV8,990.8,30.11.2023,88.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/
396,Башкирская содовая компания выпуск 3,RU000A106JZ9,949.0,Высокий,33.0,22.97,1000.0,4.0,91.88,189.5,9.68,https://www.tinkoff.ru/invest/bonds/RU000A106JZ9/
397,РЕСО-Лизинг БО-П выпуск 5,RU000A100NS9,921.6,Высокий,22.0,36.8,1000.0,2.0,73.6,404.8,7.99,https://www.tinkoff.ru/invest/bonds/RU000A100NS9/
398,ГТЛК БО-08,RU000A0JWST1,936.5,07.03.2025,34.0,35.58,1000.0,2.0,71.16,604.86,7.6,https://www.tinkoff.ru/invest/bonds/RU000A0JWST1/
399,ФСК Россети 001P-07R,RU000A105PH6,935.0,27.06.2025,169.0,19.05,1000.0,4.0,76.2,804.86,8.15,https://www.tinkoff.ru/invest/bonds/RU000A105PH6/
400,Магнит БО-004Р-03,RU000A105TP1,922.9,Высокий,51.0,19.92,1000.0,4.0,79.68,253.98,8.63,https://www.tinkoff.ru/invest/bonds/RU000A105TP1/
401,ВТБ Б-1-343,RU000A106TM6,1001.0,Средний,34.0,9.57,1000.0,12.0,114.84,27.12,11.47,https://www.tinkoff.ru/invest/bonds/RU000A106TM6/
402,НПО Химтэк выпуск 1,RU000A103H25,899.01,Средний,21.0,25.32,900.0,4.0,101.28,132.93,11.27,https://www.tinkoff.ru/invest/bonds/RU000A103H25/
403,Республика Беларусь выпуск 7,RU000A100D89,934.0,Средний,18.0,36.8,1000.0,2.0,73.6,331.2,7.88,https://www.tinkoff.ru/invest/bonds/RU000A100D89/
404,Альфа-Банк 2Р-22,RU000A106268,952.8,Высокий,17.0,42.28,1000.0,2.0,84.56,359.38,8.87,https://www.tinkoff.ru/invest/bonds/RU000A106268/
405,ТМК выпуск 7,RU000A0JXSF8,959.2,29.05.2025,43.0,45.07,1000.0,2.0,90.14,969.0,9.4,https://www.tinkoff.ru/invest/bonds/RU000A0JXSF8/
406,Автодор БО-3 выпуск 2,RU000A104XR2,924.8,Средний,44.0,46.11,1000.0,2.0,92.22,1014.42,9.97,https://www.tinkoff.ru/invest/bonds/RU000A104XR2/
407,Газпром выпуск 23,RU000A0ZZET0,919.9,29.07.2025,296.0,35.06,1000.0,2.0,70.12,5188.88,7.62,https://www.tinkoff.ru/invest/bonds/RU000A0ZZET0/
408,Башкирская содовая компания выпуск 2,RU000A101UR4,922.4,Высокий,20.0,14.27,1000.0,4.0,57.08,71.35,6.19,https://www.tinkoff.ru/invest/bonds/RU000A101UR4/
409,Центр-Резерв БО-02,RU000A1056T2,1081.7,Низкий,34.0,12.79,1000.0,12.0,153.48,36.24,14.19,https://www.tinkoff.ru/invest/bonds/RU000A1056T2/
410,ММЦБ выпуск 2,RU000A105054,1020.0,Средний,39.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105054/
411,ВЭБ.РФ,RU000A104Z48,912.7,Высокий,45.0,44.2,1000.0,2.0,88.4,994.5,9.69,https://www.tinkoff.ru/invest/bonds/RU000A104Z48/
412,НКНХ выпуск 1,RU000A0ZZZ17,936.1,16.12.2025,61.0,42.28,1000.0,2.0,84.56,1289.54,9.03,https://www.tinkoff.ru/invest/bonds/RU000A0ZZZ17/
413,МСБ-Лизинг 002P выпуск 2,RU000A100DC4,145.926209,Средний,6.0,1.3,145.97,12.0,15.6,0.65,10.69,https://www.tinkoff.ru/invest/bonds/RU000A100DC4/
414,Европлан БО 03,RU000A100W60,966.9,01.10.2024,71.0,43.33,1000.0,2.0,86.66,1538.21,8.96,https://www.tinkoff.ru/invest/bonds/RU000A100W60/
415,ФЭС-Агро выпуск 2,RU000A1030N0,992.5,Средний,6.0,23.84,1000.0,4.0,95.36,35.76,9.61,https://www.tinkoff.ru/invest/bonds/RU000A1030N0/
416,РЖД 001Р выпуск 5,RU000A0ZYU05,880.4,13.02.2026,111.0,31.32,1000.0,2.0,62.64,1738.26,7.11,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU05/
417,Альфа-Банк 2Р-23,RU000A106AJ2,935.0,Высокий,25.0,41.85,1000.0,2.0,83.7,523.12,8.95,https://www.tinkoff.ru/invest/bonds/RU000A106AJ2/
418,Вита Лайн 001Р выпуск 1,RU000A102200,974.2,Высокий,10.0,21.66,1000.0,4.0,86.64,54.15,8.89,https://www.tinkoff.ru/invest/bonds/RU000A102200/
419,Нижегородская область выпуск 15,RU000A102DS6,890.0,Высокий,31.0,13.22,1000.0,4.0,52.88,102.45,5.94,https://www.tinkoff.ru/invest/bonds/RU000A102DS6/
420,ТМК 001Р выпуск 2,RU000A102SC8,979.8,Высокий,4.0,15.49,1000.0,4.0,61.96,15.49,6.32,https://www.tinkoff.ru/invest/bonds/RU000A102SC8/
421,Альфа-Банк выпуск 18,RU000A0JX5W4,957.0,Высокий,98.0,40.28,1000.0,2.0,80.56,1973.72,8.42,https://www.tinkoff.ru/invest/bonds/RU000A0JX5W4/
422,Автобан-Финанс выпуск 3,RU000A103PC2,929.4,Средний,34.0,43.33,1000.0,2.0,86.66,736.61,9.32,https://www.tinkoff.ru/invest/bonds/RU000A103PC2/
423,Кировский завод выпуск 2,RU000A102UZ5,985.0,Средний,29.0,20.53,1000.0,4.0,82.12,148.84,8.34,https://www.tinkoff.ru/invest/bonds/RU000A102UZ5/
424,НПФ МИКРАН выпуск 1,RU000A106F08,991.0,Средний,32.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106F08/
425,Росагролизинг выпуск 3,RU000A103QL1,889.5,Высокий,35.0,36.63,1000.0,2.0,73.26,641.03,8.24,https://www.tinkoff.ru/invest/bonds/RU000A103QL1/
426,Альфа-Банк выпуск 21,RU000A0ZYBM4,999.0,13.10.2026,108.0,25.66,1000.0,2.0,51.32,1385.64,5.14,https://www.tinkoff.ru/invest/bonds/RU000A0ZYBM4/
427,VK выпуск 1,RU000A103QK3,876.6,Высокий,35.0,34.19,1000.0,2.0,68.38,598.32,7.8,https://www.tinkoff.ru/invest/bonds/RU000A103QK3/
428,Газпромбанк 001Р-21Р,RU000A104B46,944.0,02.07.2025,98.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104B46/
429,КАМАЗ,RU000A104ZC9,985.0,24.07.2024,21.0,23.4,1000.0,4.0,93.6,122.85,9.5,https://www.tinkoff.ru/invest/bonds/RU000A104ZC9/
430,Банк Открытие БО-П выпуск 7,RU000A102R73,978.0,Высокий,27.0,27.06,1000.0,2.0,54.12,365.31,5.53,https://www.tinkoff.ru/invest/bonds/RU000A102R73/
431,ДОМ.РФ Социальные облигации выпуск 1,RU000A103RD6,949.4,Высокий,13.0,35.06,1000.0,2.0,70.12,227.89,7.39,https://www.tinkoff.ru/invest/bonds/RU000A103RD6/
432,Полюс ПБО-1,RU000A100XC2,949.0,10.10.2024,71.0,31.32,1000.0,2.0,62.64,1111.86,6.6,https://www.tinkoff.ru/invest/bonds/RU000A100XC2/
433,Светофор Групп выпуск 2,RU000A1020W2,692.09,Средний,21.0,18.18,700.0,4.0,72.72,95.44,10.51,https://www.tinkoff.ru/invest/bonds/RU000A1020W2/
434,Тойота Банк выпуск 5,RU000A104L36,976.8,Высокий,16.0,47.85,1000.0,2.0,95.7,382.8,9.8,https://www.tinkoff.ru/invest/bonds/RU000A104L36/
435,Норильский Никель БО-001Р выпуск 2,RU000A105A61,944.5,14.10.2025,47.0,42.28,1000.0,2.0,84.56,993.58,8.95,https://www.tinkoff.ru/invest/bonds/RU000A105A61/
436,Европлан 001Р-01,RU000A102RU2,972.0,Высокий,10.0,14.79,1000.0,4.0,59.16,36.97,6.09,https://www.tinkoff.ru/invest/bonds/RU000A102RU2/
437,РЖД ОАО БО 001Р-17R,RU000A1010M4,890.0,Высокий,24.0,29.23,1000.0,2.0,58.46,350.76,6.57,https://www.tinkoff.ru/invest/bonds/RU000A1010M4/
438,ТД РКС-Сочи 002Р-1,RU000A102KQ5,999.4,Средний,2.0,27.06,1000.0,4.0,108.24,13.53,10.83,https://www.tinkoff.ru/invest/bonds/RU000A102KQ5/
439,АФК Система выпуск 6,RU000A0JXN21,933.5,Средний,41.0,45.5,1000.0,2.0,91.0,932.75,9.75,https://www.tinkoff.ru/invest/bonds/RU000A0JXN21/
440,Ульяновская область выпуск 3,RU000A102CX8,512.985,Средний,25.0,7.39,550.0,4.0,29.56,46.19,5.76,https://www.tinkoff.ru/invest/bonds/RU000A102CX8/
441,ВЭБ.РФ ПБО-001Р-19,RU000A101TB0,819.0,Высокий,44.0,28.54,1000.0,2.0,57.08,627.88,6.97,https://www.tinkoff.ru/invest/bonds/RU000A101TB0/
442,Автодор БО-2 выпуск 5,RU000A1017H9,809.37,Высокий,74.0,35.06,850.0,2.0,70.12,1297.22,8.66,https://www.tinkoff.ru/invest/bonds/RU000A1017H9/
443,ИКС 5 Финанс 002Р выпуск 1,RU000A103N76,951.5,09.09.2024,154.0,32.19,1000.0,2.0,64.38,2478.63,6.77,https://www.tinkoff.ru/invest/bonds/RU000A103N76/
444,Республика Башкортостан 34011,RU000A1026B3,635.18,Высокий,23.0,8.7,700.0,4.0,34.8,50.02,5.48,https://www.tinkoff.ru/invest/bonds/RU000A1026B3/
445,АФК Система выпуск 5,RU000A0JWZY6,979.8,21.02.2024,37.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JWZY6/
446,Совкомбанк БО-П4,RU000A103NZ8,961.0,Высокий,10.0,17.49,1000.0,4.0,69.96,43.72,7.28,https://www.tinkoff.ru/invest/bonds/RU000A103NZ8/
447,Банк ДОМ.РФ Зеленые облигации 001Р-01,RU000A105VR3,961.0,Высокий,16.0,42.02,1000.0,2.0,84.04,336.16,8.75,https://www.tinkoff.ru/invest/bonds/RU000A105VR3/
